Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,age_group,usage_level,addiction_risk_level,sleep_deficit_hours,academic_risk_flag,mental_health_risk_level,psycho_social_risk_index,estimated_social_media_exposure_years,global_addiction_trend_index_for_cohort,pandemic_exposure_phase,country_usage_bucket,country_youth_usage_intensity_index
399,20,Female,Undergraduate,France,3.8,Instagram,No,8.2,7,In Relationship,2,5,20-21,high,no_risk,0.0,1,moderate,0.51,7.4,0.9,pandemic_cohort,low,0.16666666666666666
400,22,Male,Graduate,Canada,4.6,TikTok,Yes,7.6,6,Single,3,7,22-24,high,at_risk,0.40000000000000036,1,moderate,0.58,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
401,19,Female,Undergraduate,Spain,4.4,Instagram,Yes,7.5,6,Single,3,7,18-19,high,at_risk,0.5,1,moderate,0.585,6.4,0.9,pandemic_cohort,low,0.16666666666666666
402,21,Male,Graduate,Denmark,3.2,Facebook,No,8.6,8,In Relationship,2,4,20-21,high,no_risk,0.0,1,high,0.5,8.4,0.9,pandemic_cohort,low,0.16666666666666666
403,20,Female,Undergraduate,Ireland,4.1,TikTok,Yes,7.8,7,Single,3,6,20-21,high,at_risk,0.20000000000000018,1,moderate,0.5599999999999999,7.4,0.9,pandemic_cohort,low,0.16666666666666666
404,22,Male,Graduate,India,6.6,WhatsApp,Yes,5.7,5,In Relationship,4,8,22-24,very_high,addicted,2.3,1,moderate,0.685,9.4,0.7,pandemic_cohort,high,0.6666666666666666
405,19,Female,Undergraduate,Switzerland,3.1,Instagram,No,8.7,8,Single,2,4,18-19,high,no_risk,0.0,1,high,0.5,6.4,0.9,pandemic_cohort,low,0.16666666666666666
406,21,Male,Graduate,Turkey,4.7,Instagram,Yes,7.5,6,Single,3,7,20-21,high,at_risk,0.5,1,moderate,0.585,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
407,20,Female,Undergraduate,USA,7.6,TikTok,Yes,4.7,5,In Relationship,4,9,20-21,very_high,addicted,3.3,1,moderate,0.775,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
408,22,Male,Graduate,Mexico,6.4,WhatsApp,Yes,5.8,6,Single,3,7,22-24,very_high,at_risk,2.2,1,moderate,0.67,9.4,0.7,pandemic_cohort,high,0.6666666666666666
409,19,Female,Undergraduate,France,3.7,Instagram,No,8.3,7,In Relationship,2,5,18-19,high,no_risk,0.0,1,moderate,0.51,6.4,0.9,pandemic_cohort,low,0.16666666666666666
410,21,Male,Graduate,Canada,4.5,Instagram,Yes,7.7,6,Single,3,7,20-21,high,at_risk,0.2999999999999998,1,moderate,0.575,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
411,20,Female,Undergraduate,Spain,4.3,TikTok,Yes,7.6,6,Single,3,7,20-21,high,at_risk,0.40000000000000036,1,moderate,0.58,7.4,0.9,pandemic_cohort,low,0.16666666666666666
412,22,Male,Graduate,Denmark,3.1,Facebook,No,8.7,8,In Relationship,2,4,22-24,high,no_risk,0.0,1,high,0.5,9.4,0.7,pandemic_cohort,low,0.16666666666666666
413,19,Female,Undergraduate,Ireland,4.0,Instagram,Yes,7.9,7,Single,3,6,18-19,high,at_risk,0.09999999999999964,1,moderate,0.5549999999999999,6.4,0.9,pandemic_cohort,low,0.16666666666666666
414,21,Male,Graduate,India,6.7,WhatsApp,Yes,5.6,5,In Relationship,4,8,20-21,very_high,addicted,2.4000000000000004,1,moderate,0.6900000000000001,8.4,0.9,pandemic_cohort,high,0.6666666666666666
415,20,Female,Undergraduate,Switzerland,3.0,Instagram,No,8.8,8,Single,2,4,20-21,high,no_risk,0.0,0,high,0.4,7.4,0.9,pandemic_cohort,low,0.16666666666666666
416,22,Male,Graduate,Turkey,4.6,TikTok,Yes,7.6,6,Single,3,7,22-24,high,at_risk,0.40000000000000036,1,moderate,0.58,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
417,19,Female,Undergraduate,USA,7.7,Instagram,Yes,4.6,5,In Relationship,4,9,18-19,very_high,addicted,3.4000000000000004,1,moderate,0.78,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
418,21,Male,Graduate,Mexico,6.5,WhatsApp,Yes,5.7,6,Single,3,7,20-21,very_high,at_risk,2.3,1,moderate,0.6749999999999999,8.4,0.9,pandemic_cohort,high,0.6666666666666666
419,20,Female,Undergraduate,France,3.6,Instagram,No,8.4,7,In Relationship,2,5,20-21,high,no_risk,0.0,1,moderate,0.51,7.4,0.9,pandemic_cohort,low,0.16666666666666666
420,22,Male,Graduate,Canada,4.4,TikTok,Yes,7.8,6,Single,3,7,22-24,high,at_risk,0.20000000000000018,1,moderate,0.57,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
421,19,Female,Undergraduate,Spain,4.2,Instagram,Yes,7.7,6,Single,3,7,18-19,high,at_risk,0.2999999999999998,1,moderate,0.575,6.4,0.9,pandemic_cohort,low,0.16666666666666666
422,21,Male,Graduate,Denmark,3.0,Facebook,No,8.8,8,In Relationship,2,4,20-21,high,no_risk,0.0,0,high,0.4,8.4,0.9,pandemic_cohort,low,0.16666666666666666
423,20,Female,Undergraduate,Ireland,3.9,TikTok,Yes,8.0,7,Single,3,6,20-21,high,at_risk,0.0,1,moderate,0.5499999999999999,7.4,0.9,pandemic_cohort,low,0.16666666666666666
424,22,Male,Graduate,India,6.8,WhatsApp,Yes,5.5,5,In Relationship,4,8,22-24,very_high,addicted,2.5,1,moderate,0.6950000000000001,9.4,0.7,pandemic_cohort,high,0.6666666666666666
425,19,Female,Undergraduate,Switzerland,2.9,Instagram,No,8.9,8,Single,2,4,18-19,moderate,no_risk,0.0,0,high,0.4,6.4,0.9,pandemic_cohort,low,0.16666666666666666
426,21,Male,Graduate,Turkey,4.5,Instagram,Yes,7.7,6,Single,3,7,20-21,high,at_risk,0.2999999999999998,1,moderate,0.575,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
427,20,Female,Undergraduate,USA,7.8,TikTok,Yes,4.5,5,In Relationship,4,9,20-21,very_high,addicted,3.5,1,moderate,0.785,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
428,22,Male,Graduate,Mexico,6.6,WhatsApp,Yes,5.6,6,Single,3,7,22-24,very_high,at_risk,2.4000000000000004,1,moderate,0.68,9.4,0.7,pandemic_cohort,high,0.6666666666666666
429,19,Female,Undergraduate,France,3.5,Instagram,No,8.5,7,In Relationship,2,5,18-19,high,no_risk,0.0,1,moderate,0.51,6.4,0.9,pandemic_cohort,low,0.16666666666666666
430,21,Male,Graduate,Canada,4.3,Instagram,Yes,7.9,6,Single,3,7,20-21,high,at_risk,0.09999999999999964,1,moderate,0.565,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
431,20,Female,Undergraduate,Spain,4.1,TikTok,Yes,7.8,6,Single,3,7,20-21,high,at_risk,0.20000000000000018,1,moderate,0.57,7.4,0.9,pandemic_cohort,low,0.16666666666666666
432,22,Male,Graduate,Denmark,2.9,Facebook,No,8.9,8,In Relationship,2,4,22-24,moderate,no_risk,0.0,0,high,0.4,9.4,0.7,pandemic_cohort,low,0.16666666666666666
433,19,Female,Undergraduate,Ireland,3.8,Instagram,Yes,8.1,7,Single,3,6,18-19,high,at_risk,0.0,1,moderate,0.5499999999999999,6.4,0.9,pandemic_cohort,low,0.16666666666666666
434,21,Male,Graduate,India,6.9,WhatsApp,Yes,5.4,5,In Relationship,4,8,20-21,very_high,addicted,2.5999999999999996,1,moderate,0.7000000000000001,8.4,0.9,pandemic_cohort,high,0.6666666666666666
435,20,Female,Undergraduate,Switzerland,2.8,Instagram,No,9.0,8,Single,2,4,20-21,moderate,no_risk,0.0,0,high,0.4,7.4,0.9,pandemic_cohort,low,0.16666666666666666
436,22,Male,Graduate,Turkey,4.4,TikTok,Yes,7.8,6,Single,3,7,22-24,high,at_risk,0.20000000000000018,1,moderate,0.57,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
437,19,Female,Undergraduate,USA,7.9,Instagram,Yes,4.4,5,In Relationship,4,9,18-19,very_high,addicted,3.5999999999999996,1,moderate,0.79,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
438,21,Male,Graduate,Mexico,6.7,WhatsApp,Yes,5.5,6,Single,3,7,20-21,very_high,at_risk,2.5,1,moderate,0.6849999999999999,8.4,0.9,pandemic_cohort,high,0.6666666666666666
439,20,Female,Undergraduate,France,3.4,Instagram,No,8.6,7,In Relationship,2,5,20-21,high,no_risk,0.0,1,moderate,0.51,7.4,0.9,pandemic_cohort,low,0.16666666666666666
440,22,Male,Graduate,Canada,4.2,TikTok,Yes,8.0,6,Single,3,7,22-24,high,at_risk,0.0,1,moderate,0.5599999999999999,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
441,19,Female,Undergraduate,Spain,4.0,Instagram,Yes,7.9,6,Single,3,7,18-19,high,at_risk,0.09999999999999964,1,moderate,0.565,6.4,0.9,pandemic_cohort,low,0.16666666666666666
442,21,Male,Graduate,Denmark,2.8,Facebook,No,9.0,8,In Relationship,2,4,20-21,moderate,no_risk,0.0,0,high,0.4,8.4,0.9,pandemic_cohort,low,0.16666666666666666
443,20,Female,Undergraduate,Ireland,3.7,TikTok,Yes,8.2,7,Single,3,6,20-21,high,at_risk,0.0,1,moderate,0.5499999999999999,7.4,0.9,pandemic_cohort,low,0.16666666666666666
444,22,Male,Graduate,India,7.0,WhatsApp,Yes,5.3,5,In Relationship,4,8,22-24,very_high,addicted,2.7,1,moderate,0.7050000000000001,9.4,0.7,pandemic_cohort,high,0.6666666666666666
445,19,Female,Undergraduate,Switzerland,2.7,Instagram,No,9.1,8,Single,2,4,18-19,moderate,no_risk,0.0,0,high,0.4,6.4,0.9,pandemic_cohort,low,0.16666666666666666
446,21,Male,Graduate,Turkey,4.3,Instagram,Yes,7.9,6,Single,3,7,20-21,high,at_risk,0.09999999999999964,1,moderate,0.565,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
447,20,Female,Undergraduate,USA,8.0,TikTok,Yes,4.3,5,In Relationship,4,9,20-21,very_high,addicted,3.7,1,moderate,0.795,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
448,22,Male,Graduate,Mexico,6.8,WhatsApp,Yes,5.4,6,Single,3,7,22-24,very_high,at_risk,2.5999999999999996,1,moderate,0.6899999999999998,9.4,0.7,pandemic_cohort,high,0.6666666666666666
449,19,Female,Undergraduate,France,3.3,Instagram,No,8.7,7,In Relationship,2,5,18-19,high,no_risk,0.0,1,moderate,0.51,6.4,0.9,pandemic_cohort,low,0.16666666666666666
450,21,Male,Graduate,Canada,4.1,Instagram,Yes,8.1,6,Single,3,7,20-21,high,at_risk,0.0,1,moderate,0.5599999999999999,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
451,20,Female,Undergraduate,Spain,3.9,TikTok,Yes,8.0,6,Single,3,7,20-21,high,at_risk,0.0,1,moderate,0.5599999999999999,7.4,0.9,pandemic_cohort,low,0.16666666666666666
452,22,Male,Graduate,Denmark,2.7,Facebook,No,9.1,8,In Relationship,2,4,22-24,moderate,no_risk,0.0,0,high,0.4,9.4,0.7,pandemic_cohort,low,0.16666666666666666
453,19,Female,Undergraduate,Ireland,3.6,Instagram,Yes,8.3,7,Single,3,6,18-19,high,at_risk,0.0,1,moderate,0.5499999999999999,6.4,0.9,pandemic_cohort,low,0.16666666666666666
454,21,Male,Graduate,India,7.1,WhatsApp,Yes,5.2,5,In Relationship,4,8,20-21,very_high,addicted,2.8,1,moderate,0.7100000000000001,8.4,0.9,pandemic_cohort,high,0.6666666666666666
455,20,Female,Undergraduate,Switzerland,2.6,Instagram,No,9.2,8,Single,2,4,20-21,moderate,no_risk,0.0,0,high,0.4,7.4,0.9,pandemic_cohort,low,0.16666666666666666
456,22,Male,Graduate,Turkey,4.2,TikTok,Yes,8.0,6,Single,3,7,22-24,high,at_risk,0.0,1,moderate,0.5599999999999999,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
457,19,Female,Undergraduate,USA,8.1,Instagram,Yes,4.2,5,In Relationship,4,9,18-19,very_high,addicted,3.8,1,moderate,0.8,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
458,21,Male,Graduate,Mexico,6.9,WhatsApp,Yes,5.3,6,Single,3,7,20-21,very_high,at_risk,2.7,1,moderate,0.695,8.4,0.9,pandemic_cohort,high,0.6666666666666666
459,20,Female,Undergraduate,France,3.2,Instagram,No,8.8,7,In Relationship,2,5,20-21,high,no_risk,0.0,1,moderate,0.51,7.4,0.9,pandemic_cohort,low,0.16666666666666666
460,22,Male,Graduate,Canada,4.0,TikTok,Yes,8.2,6,Single,3,7,22-24,high,at_risk,0.0,1,moderate,0.5599999999999999,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
461,19,Female,Undergraduate,Spain,3.8,Instagram,Yes,8.1,6,Single,3,7,18-19,high,at_risk,0.0,1,moderate,0.5599999999999999,6.4,0.9,pandemic_cohort,low,0.16666666666666666
462,21,Male,Graduate,Denmark,2.6,Facebook,No,9.2,8,In Relationship,2,4,20-21,moderate,no_risk,0.0,0,high,0.4,8.4,0.9,pandemic_cohort,low,0.16666666666666666
463,20,Female,Undergraduate,Ireland,3.5,TikTok,Yes,8.4,7,Single,3,6,20-21,high,at_risk,0.0,1,moderate,0.5499999999999999,7.4,0.9,pandemic_cohort,low,0.16666666666666666
464,22,Male,Graduate,India,7.2,WhatsApp,Yes,5.1,5,In Relationship,4,8,22-24,very_high,addicted,2.9000000000000004,1,moderate,0.7150000000000001,9.4,0.7,pandemic_cohort,high,0.6666666666666666
465,19,Female,Undergraduate,Switzerland,2.5,Instagram,No,9.3,8,Single,2,4,18-19,moderate,no_risk,0.0,0,high,0.4,6.4,0.9,pandemic_cohort,low,0.16666666666666666
466,21,Male,Graduate,Turkey,4.1,Instagram,Yes,8.1,6,Single,3,7,20-21,high,at_risk,0.0,1,moderate,0.5599999999999999,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
467,20,Female,Undergraduate,USA,8.2,TikTok,Yes,4.1,5,In Relationship,4,9,20-21,very_high,addicted,3.9000000000000004,1,moderate,0.805,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
468,22,Male,Graduate,Mexico,7.0,WhatsApp,Yes,5.2,6,Single,3,7,22-24,very_high,at_risk,2.8,1,moderate,0.6999999999999998,9.4,0.7,pandemic_cohort,high,0.6666666666666666
469,19,Female,Undergraduate,France,3.1,Instagram,No,8.9,7,In Relationship,2,5,18-19,high,no_risk,0.0,1,moderate,0.51,6.4,0.9,pandemic_cohort,low,0.16666666666666666
470,21,Male,Graduate,Canada,3.9,Instagram,Yes,8.3,6,Single,3,7,20-21,high,at_risk,0.0,1,moderate,0.5599999999999999,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
471,20,Female,Undergraduate,Spain,3.7,TikTok,Yes,8.2,6,Single,3,7,20-21,high,at_risk,0.0,1,moderate,0.5599999999999999,7.4,0.9,pandemic_cohort,low,0.16666666666666666
472,22,Male,Graduate,Denmark,2.5,Facebook,No,9.3,8,In Relationship,2,4,22-24,moderate,no_risk,0.0,0,high,0.4,9.4,0.7,pandemic_cohort,low,0.16666666666666666
473,19,Female,Undergraduate,Ireland,3.4,Instagram,Yes,8.5,7,Single,3,6,18-19,high,at_risk,0.0,1,moderate,0.5499999999999999,6.4,0.9,pandemic_cohort,low,0.16666666666666666
474,21,Male,Graduate,India,7.3,WhatsApp,Yes,5.0,5,In Relationship,4,8,20-21,very_high,addicted,3.0,1,moderate,0.7200000000000001,8.4,0.9,pandemic_cohort,high,0.6666666666666666
475,20,Female,Undergraduate,Switzerland,2.4,Instagram,No,9.4,8,Single,2,4,20-21,moderate,no_risk,0.0,0,high,0.4,7.4,0.9,pandemic_cohort,low,0.16666666666666666
476,22,Male,Graduate,Turkey,4.0,TikTok,Yes,8.2,6,Single,3,7,22-24,high,at_risk,0.0,1,moderate,0.5599999999999999,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
477,19,Female,Undergraduate,USA,8.3,Instagram,Yes,4.0,5,In Relationship,4,9,18-19,very_high,addicted,4.0,1,moderate,0.81,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
478,21,Male,Graduate,Mexico,7.1,WhatsApp,Yes,5.1,6,Single,3,7,20-21,very_high,at_risk,2.9000000000000004,1,moderate,0.705,8.4,0.9,pandemic_cohort,high,0.6666666666666666
479,20,Female,Undergraduate,France,3.0,Instagram,No,9.0,7,In Relationship,2,5,20-21,high,no_risk,0.0,0,moderate,0.41000000000000003,7.4,0.9,pandemic_cohort,low,0.16666666666666666
480,22,Male,Graduate,Canada,3.8,TikTok,Yes,8.4,6,Single,3,7,22-24,high,at_risk,0.0,1,moderate,0.5599999999999999,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
481,19,Female,Undergraduate,Spain,3.6,Instagram,Yes,8.3,6,Single,3,7,18-19,high,at_risk,0.0,1,moderate,0.5599999999999999,6.4,0.9,pandemic_cohort,low,0.16666666666666666
482,21,Male,Graduate,Denmark,2.4,Facebook,No,9.4,8,In Relationship,2,4,20-21,moderate,no_risk,0.0,0,high,0.4,8.4,0.9,pandemic_cohort,low,0.16666666666666666
483,20,Female,Undergraduate,Ireland,3.3,TikTok,Yes,8.6,7,Single,3,6,20-21,high,at_risk,0.0,1,moderate,0.5499999999999999,7.4,0.9,pandemic_cohort,low,0.16666666666666666
484,22,Male,Graduate,India,7.4,WhatsApp,Yes,4.9,5,In Relationship,4,8,22-24,very_high,addicted,3.0999999999999996,1,moderate,0.7250000000000001,9.4,0.7,pandemic_cohort,high,0.6666666666666666
485,19,Female,Undergraduate,Switzerland,2.3,Instagram,No,9.5,8,Single,2,4,18-19,moderate,no_risk,0.0,0,high,0.4,6.4,0.9,pandemic_cohort,low,0.16666666666666666
486,21,Male,Graduate,Turkey,3.9,Instagram,Yes,8.3,6,Single,3,7,20-21,high,at_risk,0.0,1,moderate,0.5599999999999999,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
487,20,Female,Undergraduate,USA,8.4,TikTok,Yes,3.9,5,In Relationship,4,9,20-21,very_high,addicted,4.1,1,moderate,0.81,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
488,22,Male,Graduate,Mexico,7.2,WhatsApp,Yes,5.0,6,Single,3,7,22-24,very_high,at_risk,3.0,1,moderate,0.71,9.4,0.7,pandemic_cohort,high,0.6666666666666666
489,19,Female,Undergraduate,France,2.9,Instagram,No,9.1,7,In Relationship,2,5,18-19,moderate,no_risk,0.0,0,moderate,0.41000000000000003,6.4,0.9,pandemic_cohort,low,0.16666666666666666
490,21,Male,Graduate,Canada,3.7,Instagram,Yes,8.5,6,Single,3,7,20-21,high,at_risk,0.0,1,moderate,0.5599999999999999,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
491,20,Female,Undergraduate,Spain,3.5,TikTok,Yes,8.4,6,Single,3,7,20-21,high,at_risk,0.0,1,moderate,0.5599999999999999,7.4,0.9,pandemic_cohort,low,0.16666666666666666
492,22,Male,Graduate,Denmark,2.3,Facebook,No,9.5,8,In Relationship,2,4,22-24,moderate,no_risk,0.0,0,high,0.4,9.4,0.7,pandemic_cohort,low,0.16666666666666666
493,19,Female,Undergraduate,Ireland,3.2,Instagram,Yes,8.7,7,Single,3,6,18-19,high,at_risk,0.0,1,moderate,0.5499999999999999,6.4,0.9,pandemic_cohort,low,0.16666666666666666
494,21,Male,Graduate,India,7.5,WhatsApp,Yes,4.8,5,In Relationship,4,8,20-21,very_high,addicted,3.2,1,moderate,0.7300000000000001,8.4,0.9,pandemic_cohort,high,0.6666666666666666
495,20,Female,Undergraduate,Switzerland,2.2,Instagram,No,9.6,8,Single,2,4,20-21,moderate,no_risk,0.0,0,high,0.4,7.4,0.9,pandemic_cohort,low,0.16666666666666666
496,22,Male,Graduate,Turkey,3.8,TikTok,Yes,8.4,6,Single,3,7,22-24,high,at_risk,0.0,1,moderate,0.5599999999999999,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
497,19,Female,Undergraduate,USA,8.5,Instagram,Yes,3.8,5,In Relationship,4,9,18-19,very_high,addicted,4.2,1,moderate,0.81,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
498,21,Male,Graduate,Mexico,7.3,WhatsApp,Yes,4.9,6,Single,3,7,20-21,very_high,at_risk,3.0999999999999996,1,moderate,0.715,8.4,0.9,pandemic_cohort,high,0.6666666666666666
499,20,Female,Undergraduate,France,2.8,Instagram,No,9.2,7,In Relationship,2,5,20-21,moderate,no_risk,0.0,0,moderate,0.41000000000000003,7.4,0.9,pandemic_cohort,low,0.16666666666666666
500,22,Male,Graduate,Canada,3.6,TikTok,Yes,8.6,6,Single,3,7,22-24,high,at_risk,0.0,1,moderate,0.5599999999999999,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
501,19,Female,Undergraduate,Brazil,6.2,WhatsApp,Yes,6.3,6,Single,3,7,18-19,very_high,at_risk,1.7000000000000002,1,moderate,0.6449999999999999,6.4,0.9,pandemic_cohort,very_high,0.8333333333333334
502,21,Male,Graduate,China,4.5,WeChat,No,7.8,7,In Relationship,2,5,20-21,high,no_risk,0.20000000000000018,1,moderate,0.52,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
503,20,Female,Undergraduate,Netherlands,3.8,Instagram,No,8.2,8,Single,2,4,20-21,high,no_risk,0.0,1,high,0.5,7.4,0.9,pandemic_cohort,low,0.16666666666666666
504,22,Male,Graduate,New Zealand,4.7,Instagram,Yes,7.5,7,In Relationship,3,6,22-24,high,at_risk,0.5,1,moderate,0.575,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
505,19,Female,Undergraduate,Singapore,5.1,TikTok,Yes,7.0,6,Single,3,7,18-19,very_high,at_risk,1.0,1,moderate,0.61,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
506,21,Male,Graduate,Malaysia,5.5,WhatsApp,Yes,6.8,6,Single,3,7,20-21,very_high,at_risk,1.2000000000000002,1,moderate,0.62,8.4,0.9,pandemic_cohort,high,0.6666666666666666
507,20,Female,Undergraduate,UAE,6.5,Instagram,Yes,6.5,5,In Relationship,4,8,20-21,very_high,addicted,1.5,1,moderate,0.645,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
508,22,Male,Graduate,Poland,4.2,Facebook,No,7.9,7,Single,2,5,22-24,high,no_risk,0.09999999999999964,1,moderate,0.515,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
509,19,Female,Undergraduate,India,6.8,WhatsApp,Yes,6.0,5,In Relationship,4,8,18-19,very_high,addicted,2.0,1,moderate,0.67,6.4,0.9,pandemic_cohort,high,0.6666666666666666
510,21,Male,Graduate,Canada,4.8,Instagram,Yes,7.4,7,Single,3,6,20-21,high,at_risk,0.5999999999999996,1,moderate,0.58,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
511,20,Female,Undergraduate,Brazil,6.1,Instagram,Yes,6.4,6,Single,3,7,20-21,very_high,at_risk,1.5999999999999996,1,moderate,0.64,7.4,0.9,pandemic_cohort,very_high,0.8333333333333334
512,22,Male,Graduate,China,4.4,WeChat,No,7.9,7,In Relationship,2,5,22-24,high,no_risk,0.09999999999999964,1,moderate,0.515,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
513,19,Female,Undergraduate,Netherlands,3.7,TikTok,No,8.3,8,Single,2,4,18-19,high,no_risk,0.0,1,high,0.5,6.4,0.9,pandemic_cohort,low,0.16666666666666666
514,21,Male,Graduate,New Zealand,4.6,Instagram,Yes,7.6,7,In Relationship,3,6,20-21,high,at_risk,0.40000000000000036,1,moderate,0.57,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
515,20,Female,Undergraduate,Singapore,5.2,TikTok,Yes,6.9,6,Single,3,7,20-21,very_high,at_risk,1.0999999999999996,1,moderate,0.6149999999999999,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
516,22,Male,Graduate,Malaysia,5.6,WhatsApp,Yes,6.7,6,Single,3,7,22-24,very_high,at_risk,1.2999999999999998,1,moderate,0.6249999999999999,9.4,0.7,pandemic_cohort,high,0.6666666666666666
517,19,Female,Undergraduate,UAE,6.6,Instagram,Yes,6.4,5,In Relationship,4,8,18-19,very_high,addicted,1.5999999999999996,1,moderate,0.65,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
518,21,Male,Graduate,Poland,4.1,Facebook,No,8.0,7,Single,2,5,20-21,high,no_risk,0.0,1,moderate,0.51,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
519,20,Female,Undergraduate,India,6.9,WhatsApp,Yes,5.9,5,In Relationship,4,8,20-21,very_high,addicted,2.0999999999999996,1,moderate,0.675,7.4,0.9,pandemic_cohort,high,0.6666666666666666
520,22,Male,Graduate,Canada,4.7,TikTok,Yes,7.5,7,Single,3,6,22-24,high,at_risk,0.5,1,moderate,0.575,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
521,19,Female,Undergraduate,Brazil,6.0,WhatsApp,Yes,6.5,6,Single,3,7,18-19,very_high,at_risk,1.5,1,moderate,0.6349999999999999,6.4,0.9,pandemic_cohort,very_high,0.8333333333333334
522,21,Male,Graduate,China,4.3,WeChat,No,8.0,7,In Relationship,2,5,20-21,high,no_risk,0.0,1,moderate,0.51,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
523,20,Female,Undergraduate,Netherlands,3.6,Instagram,No,8.4,8,Single,2,4,20-21,high,no_risk,0.0,1,high,0.5,7.4,0.9,pandemic_cohort,low,0.16666666666666666
524,22,Male,Graduate,New Zealand,4.5,Facebook,Yes,7.7,7,In Relationship,3,6,22-24,high,at_risk,0.2999999999999998,1,moderate,0.565,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
525,19,Female,Undergraduate,Singapore,5.3,TikTok,Yes,6.8,6,Single,3,7,18-19,very_high,at_risk,1.2000000000000002,1,moderate,0.62,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
526,21,Male,Graduate,Malaysia,5.7,WhatsApp,Yes,6.6,6,Single,3,7,20-21,very_high,at_risk,1.4000000000000004,1,moderate,0.63,8.4,0.9,pandemic_cohort,high,0.6666666666666666
527,20,Female,Undergraduate,UAE,6.7,Instagram,Yes,6.3,5,In Relationship,4,8,20-21,very_high,addicted,1.7000000000000002,1,moderate,0.655,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
528,22,Male,Graduate,Poland,4.0,Facebook,No,8.1,7,Single,2,5,22-24,high,no_risk,0.0,1,moderate,0.51,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
529,19,Female,Undergraduate,India,7.0,WhatsApp,Yes,5.8,5,In Relationship,4,8,18-19,very_high,addicted,2.2,1,moderate,0.68,6.4,0.9,pandemic_cohort,high,0.6666666666666666
530,21,Male,Graduate,Canada,4.6,Instagram,Yes,7.6,7,Single,3,6,20-21,high,at_risk,0.40000000000000036,1,moderate,0.57,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
531,20,Female,Undergraduate,Brazil,5.9,TikTok,Yes,6.6,6,Single,3,7,20-21,very_high,at_risk,1.4000000000000004,1,moderate,0.63,7.4,0.9,pandemic_cohort,very_high,0.8333333333333334
532,22,Male,Graduate,China,4.2,WeChat,No,8.1,7,In Relationship,2,5,22-24,high,no_risk,0.0,1,moderate,0.51,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
533,19,Female,Undergraduate,Netherlands,3.5,Instagram,No,8.5,8,Single,2,4,18-19,high,no_risk,0.0,1,high,0.5,6.4,0.9,pandemic_cohort,low,0.16666666666666666
